CustomerID,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Payment_Method,Tech_Support_Tickets,Internet_Service_Type,Paperless_Billing,Churn_Status
CUST-01027,38,Two year,96.09,3632.61,Bank transfer (automatic),0,Fiber optic,Yes,Yes
CUST-01028,57,Month-to-month,96.81,5521.57,Credit card (automatic),3,Fiber optic,Yes,No
CUST-01029,8,Month-to-month,24.78,194.42,Electronic check,1,No,No,Yes
CUST-01030,9,Month-to-month,19.75,180.60,Electronic check,1,No,No,Yes
CUST-01031,57,Two year,72.16,4054.58,Credit card (automatic),2,DSL,No,No
CUST-01032,23,Month-to-month,69.85,1618.79,Electronic check,4,DSL,Yes,Yes
CUST-01033,15,Two year,114.58,1679.02,Electronic check,1,Fiber optic,Yes,No
CUST-01034,19,One year,75.73,1443.17,Credit card (automatic),0,DSL,No,No
CUST-01035,15,One year,70.39,1051.39,Electronic check,1,DSL,Yes,No
CUST-01036,31,One year,25.19,762.65,Credit card (automatic),2,No,No,No
CUST-01037,25,Two year,51.93,1262.76,Credit card (automatic),2,DSL,No,Yes
CUST-01038,50,Two year,77.59,3961.76,Bank transfer (automatic),0,Fiber optic,No,No
CUST-01039,13,Month-to-month,52.71,686.91,Credit card (automatic),2,DSL,No,No
CUST-01040,14,One year,110.94,1569.45,Electronic check,2,Fiber optic,No,No
CUST-01041,56,One year,53.91,3052.22,Electronic check,1,DSL,Yes,Yes
CUST-01042,52,Month-to-month,109.91,5640.77,Mailed check,4,Fiber optic,No,Yes
CUST-01043,26,One year,88.13,2322.68,Credit card (automatic),5,Fiber optic,Yes,No
CUST-01044,30,Month-to-month,108.98,3178.85,Electronic check,4,Fiber optic,No,Yes
CUST-01045,32,One year,24.6,767.14,Electronic check,1,No,Yes,No
CUST-01046,10,Month-to-month,103.05,1009.17,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-01047,14,One year,78.16,1096.89,Electronic check,3,DSL,No,Yes
CUST-01048,2,Month-to-month,105.6,215.74,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-01049,60,One year,81.95,4905.74,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-01050,1,Month-to-month,25.63,25.96,Credit card (automatic),2,No,Yes,Yes
CUST-01051,67,Month-to-month,67.39,4467.36,Bank transfer (automatic),2,DSL,Yes,Yes
CUST-01052,27,Two year,91.24,2426.63,Electronic check,0,Fiber optic,No,No
CUST-01053,0,Month-to-month,21.94, ,Bank transfer (automatic),1,No,Yes,No
CUST-01054,27,Month-to-month,24.0,660.26,Bank transfer (automatic),2,No,Yes,No
CUST-01055,41,One year,69.92,2827.90,Bank transfer (automatic),0,DSL,Yes,No
CUST-01056,59,One year,73.12,4293.24,Electronic check,3,DSL,Yes,No
CUST-01057,45,One year,81.73,3753.40,Electronic check,4,Fiber optic,Yes,Yes
CUST-01058,7,One year,77.01,542.29,Credit card (automatic),2,DSL,Yes,Yes
CUST-01059,27,Month-to-month,82.75,2247.64,Bank transfer (automatic),2,Fiber optic,No,No
CUST-01060,15,One year,21.85,319.78,Electronic check,1,No,No,No
CUST-01061,65,Month-to-month,50.19,3215.27,Bank transfer (automatic),1,DSL,Yes,Yes
CUST-01062,13,Two year,91.17,1175.65,Bank transfer (automatic),3,Fiber optic,No,No
CUST-01063,5,One year,101.68,507.98,Credit card (automatic),3,Fiber optic,No,No
CUST-01064,6,Month-to-month,60.4,364.56,Credit card (automatic),2,DSL,Yes,No
CUST-01065,33,Month-to-month,82.12,2636.10,Credit card (automatic),2,Fiber optic,No,Yes
CUST-01066,31,Two year,21.15,673.05,Credit card (automatic),3,No,Yes,No
CUST-01067,52,Two year,98.98,5273.21,Electronic check,1,Fiber optic,No,No
CUST-01068,10,Month-to-month,113.77,1161.62,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-01069,43,Two year,57.92,2500.20,Electronic check,1,DSL,No,No
CUST-01070,17,Two year,63.43,1087.51,Electronic check,2,DSL,Yes,No
CUST-01071,48,Two year,75.65,3686.20,Credit card (automatic),1,DSL,Yes,No
CUST-01072,11,One year,111.0,1197.47,Electronic check,3,Fiber optic,No,No
CUST-01073,10,Month-to-month,49.25,506.05,Bank transfer (automatic),0,DSL,Yes,Yes
CUST-01074,14,Month-to-month,87.63,1241.62,Credit card (automatic),3,Fiber optic,No,Yes
CUST-01075,15,Month-to-month,108.45,1588.15,Electronic check,1,Fiber optic,No,No
CUST-01076,10,Month-to-month,105.64,1059.54,Mailed check,4,Fiber optic,No,Yes
CUST-01077,7,One year,70.43,484.99,Bank transfer (automatic),0,DSL,Yes,Yes
CUST-01078,4,Month-to-month,77.77,306.26,Bank transfer (automatic),2,Fiber optic,No,No
CUST-01079,4,Month-to-month,92.43,374.51,Mailed check,1,Fiber optic,Yes,Yes
CUST-01080,30,Two year,103.89,3102.64,Credit card (automatic),1,Fiber optic,Yes,No
CUST-01081,23,Two year,89.79,2017.01,Mailed check,3,Fiber optic,Yes,No
CUST-01082,55,Two year,22.48,1210.60,Mailed check,1,No,Yes,No
CUST-01083,43,Month-to-month,23.95,1004.44,Electronic check,3,No,No,Yes
CUST-01084,25,Month-to-month,94.55,2297.13,Credit card (automatic),2,Fiber optic,Yes,No
CUST-01085,46,One year,64.71,3037.79,Credit card (automatic),0,DSL,No,No
CUST-01086,10,Month-to-month,20.82,202.66,Bank transfer (automatic),0,No,Yes,Yes
CUST-01087,19,Month-to-month,87.8,1667.74,Credit card (automatic),4,Fiber optic,No,Yes
CUST-01088,46,Month-to-month,49.33,2205.53,Mailed check,1,DSL,No,No
CUST-01089,60,One year,25.69,1563.78,Bank transfer (automatic),2,No,Yes,No
CUST-01090,53,One year,64.6,3332.47,Credit card (automatic),2,DSL,Yes,No
CUST-01091,57,Month-to-month,19.71,1093.74,Bank transfer (automatic),3,No,No,No
CUST-01092,53,Two year,78.01,4100.46,Electronic check,4,Fiber optic,Yes,Yes
CUST-01093,6,Month-to-month,19.96,118.76,Bank transfer (automatic),3,No,Yes,Yes
CUST-01094,33,Month-to-month,23.63,768.90,Electronic check,0,No,Yes,No
CUST-01095,6,Month-to-month,21.99,135.47,Mailed check,1,No,No,Yes
CUST-01096,36,One year,96.11,3423.89,Credit card (automatic),2,Fiber optic,No,No
CUST-01097,14,One year,67.84,928.16,Electronic check,1,DSL,Yes,No
CUST-01098,19,Two year,105.54,2060.55,Credit card (automatic),2,Fiber optic,Yes,Yes
CUST-01099,41,One year,69.68,2878.15,Credit card (automatic),1,DSL,Yes,Yes
CUST-01100,36,Month-to-month,73.89,2580.28,Credit card (automatic),2,Fiber optic,Yes,Yes
CUST-01101,2,One year,110.58,219.00,Electronic check,0,Fiber optic,Yes,No
CUST-01102,4,Month-to-month,78.5,321.55,Electronic check,1,Fiber optic,Yes,Yes
CUST-01103,35,Month-to-month,65.61,2305.55,Credit card (automatic),1,DSL,Yes,No
CUST-01104,25,Month-to-month,50.71,1253.90,Bank transfer (automatic),0,DSL,No,No
CUST-01105,3,Month-to-month,110.28,324.18,Credit card (automatic),3,Fiber optic,No,No
CUST-01106,10,Month-to-month,107.3,1086.64,Credit card (automatic),1,Fiber optic,No,No
CUST-01107,37,Month-to-month,19.56,726.14,Electronic check,1,No,No,No
CUST-01108,14,Month-to-month,96.83,1378.94,Credit card (automatic),2,Fiber optic,No,Yes
CUST-01109,36,One year,105.18,3808.47,Credit card (automatic),4,Fiber optic,No,Yes
CUST-01110,23,One year,78.25,1832.51,Credit card (automatic),3,Fiber optic,Yes,No
CUST-01111,32,Month-to-month,77.14,2433.22,Electronic check,1,Fiber optic,Yes,Yes
CUST-01112,1,Month-to-month,88.32,86.65,Bank transfer (automatic),4,Fiber optic,Yes,No
CUST-01113,3,Month-to-month,114.78,346.62,Credit card (automatic),2,Fiber optic,No,No
CUST-01114,7,One year,44.97,319.10,Electronic check,9,DSL,Yes,Yes
CUST-01115,28,Month-to-month,55.56,1599.68,Mailed check,0,DSL,No,No
CUST-01116,15,Two year,71.85,1085.54,Credit card (automatic),3,DSL,Yes,No
CUST-01117,19,Month-to-month,86.78,1671.67,Electronic check,3,Fiber optic,Yes,Yes
CUST-01118,70,Two year,44.51,3091.63,Bank transfer (automatic),2,DSL,Yes,No
CUST-01119,58,Two year,100.84,5919.08,Credit card (automatic),3,Fiber optic,Yes,No
CUST-01120,22,Month-to-month,25.43,568.63,Electronic check,1,No,No,No
CUST-01121,29,One year,98.26,2829.06,Credit card (automatic),0,Fiber optic,Yes,No
CUST-01122,43,Two year,24.36,1070.87,Mailed check,2,No,Yes,No
CUST-01123,25,Two year,43.02,1082.93,Electronic check,1,DSL,No,No
CUST-01124,31,One year,102.2,3079.03,Mailed check,2,Fiber optic,No,Yes
CUST-01125,15,Month-to-month,48.0,709.10,Electronic check,2,DSL,Yes,No
CUST-01126,29,Month-to-month,104.05,3057.52,Electronic check,0,Fiber optic,Yes,No
CUST-01127,18,Month-to-month,63.25,1139.29,Credit card (automatic),1,DSL,No,No
CUST-01128,62,Two year,19.91,1230.06,Mailed check,1,No,Yes,No
CUST-01129,2,Month-to-month,63.8,131.19,Electronic check,3,DSL,No,Yes
CUST-01130,18,Two year,23.32,417.26,Electronic check,0,No,Yes,No
CUST-01131,19,Month-to-month,113.98,2116.32,Credit card (automatic),4,Fiber optic,Yes,Yes
CUST-01132,30,Month-to-month,74.85,2227.29,Bank transfer (automatic),1,DSL,Yes,No
CUST-01133,26,Month-to-month,76.59,2046.85,Electronic check,1,DSL,Yes,No
CUST-01134,14,Month-to-month,111.01,1591.03,Credit card (automatic),3,Fiber optic,Yes,Yes
CUST-01135,31,Month-to-month,96.37,3048.75,Bank transfer (automatic),3,Fiber optic,No,No
CUST-01136,63,One year,24.62,1577.11,Electronic check,1,No,Yes,No
CUST-01137,49,One year,68.79,3377.09,Electronic check,2,DSL,Yes,No
CUST-01138,16,Two year,23.78,377.08,Mailed check,1,No,Yes,No
CUST-01139,52,Two year,48.12,2544.95,Electronic check,2,DSL,No,No
CUST-01140,11,Month-to-month,49.04,530.33,Bank transfer (automatic),1,DSL,Yes,No
CUST-01141,10,One year,78.79,785.23,Electronic check,1,Fiber optic,Yes,No
CUST-01142,29,Month-to-month,50.11,1483.14,Bank transfer (automatic),2,DSL,Yes,No
CUST-01143,20,Month-to-month,90.38,1792.34,Bank transfer (automatic),1,Fiber optic,No,No
CUST-01144,5,Month-to-month,53.98,273.46,Bank transfer (automatic),0,DSL,Yes,No
CUST-01145,40,Month-to-month,18.62,742.46,Credit card (automatic),2,No,No,No
CUST-01146,11,Month-to-month,23.68,254.86,Bank transfer (automatic),2,No,No,Yes
CUST-01147,42,One year,57.18,2396.53,Electronic check,1,DSL,Yes,No
CUST-01148,58,Two year,73.8,4152.05,Electronic check,5,Fiber optic,Yes,No
CUST-01149,4,One year,108.47,440.80,Mailed check,1,Fiber optic,No,No
CUST-01150,29,Month-to-month,70.95,2022.47,Bank transfer (automatic),4,Fiber optic,Yes,Yes
CUST-01151,4,Month-to-month,62.88,249.58,Bank transfer (automatic),1,DSL,No,No
CUST-01152,5,Month-to-month,23.93,118.57,Mailed check,2,No,Yes,Yes
CUST-01153,9,Month-to-month,21.04,189.32,Mailed check,1,No,No,Yes
CUST-01154,29,Month-to-month,63.4,1865.66,Electronic check,3,DSL,No,Yes
CUST-01155,44,Month-to-month,18.63,827.35,Bank transfer (automatic),3,No,Yes,No
CUST-01156,18,One year,20.03,363.66,Credit card (automatic),3,No,Yes,No
CUST-01157,6,One year,102.35,631.01,Credit card (automatic),2,Fiber optic,No,Yes
CUST-01158,14,Month-to-month,71.27,972.26,Electronic check,4,DSL,No,Yes
CUST-01159,6,Month-to-month,75.57,444.13,Credit card (automatic),1,Fiber optic,Yes,Yes
CUST-01160,36,Month-to-month,117.1,4103.19,Credit card (automatic),0,Fiber optic,Yes,Yes
CUST-01161,25,One year,56.86,1403.21,Bank transfer (automatic),1,DSL,Yes,No
CUST-01162,29,Month-to-month,76.16,2163.27,Electronic check,1,DSL,No,No
CUST-01163,18,Two year,62.14,1107.77,Credit card (automatic),2,DSL,Yes,No
CUST-01164,35,Two year,23.08,811.16,Mailed check,1,No,No,No
CUST-01165,13,One year,48.9,621.92,Bank transfer (automatic),2,DSL,Yes,No
CUST-01166,15,Two year,113.13,1658.58,Mailed check,1,Fiber optic,Yes,No
CUST-01167,22,Month-to-month,74.26,1644.93,Credit card (automatic),1,Fiber optic,Yes,Yes
CUST-01168,50,One year,118.14,5816.36,Electronic check,3,Fiber optic,Yes,No
CUST-01169,44,One year,21.19,919.53,Electronic check,2,No,No,No
CUST-01170,8,Month-to-month,19.48,153.88,Mailed check,0,No,Yes,No
CUST-01171,16,Month-to-month,99.53,1567.40,Credit card (automatic),0,Fiber optic,Yes,No
CUST-01172,17,One year,74.01,1265.51,Electronic check,2,DSL,Yes,No
CUST-01173,1,Month-to-month,89.36,87.41,Electronic check,2,Fiber optic,Yes,Yes
CUST-01174,28,Month-to-month,70.42,1945.33,Credit card (automatic),2,Fiber optic,Yes,No
CUST-01175,0,Two year,24.79, ,Mailed check,2,No,No,No
CUST-01176,28,Two year,98.34,2833.14,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-01177,9,Month-to-month,45.88,410.19,Credit card (automatic),0,DSL,Yes,No
CUST-01178,15,Month-to-month,75.48,1133.33,Electronic check,1,DSL,Yes,No
CUST-01179,47,Two year,70.65,3277.22,Mailed check,1,DSL,No,No
CUST-01180,36,Month-to-month,22.24,812.22,Mailed check,5,No,No,No
CUST-01181,33,One year,58.76,1942.77,Bank transfer (automatic),1,DSL,No,Yes
CUST-01182,14,One year,68.19,949.27,Credit card (automatic),2,DSL,No,No
CUST-01183,7,Month-to-month,55.68,400.95,Credit card (automatic),0,DSL,Yes,No
CUST-01184,31,Two year,101.92,3070.00,Credit card (automatic),0,Fiber optic,Yes,Yes
CUST-01185,18,One year,77.36,1367.40,Electronic check,0,Fiber optic,Yes,No
CUST-01186,4,Two year,47.68,195.71,Electronic check,1,DSL,Yes,No
CUST-01187,58,Two year,85.16,5086.02,Electronic check,5,Fiber optic,Yes,Yes
CUST-01188,2,Month-to-month,74.74,149.78,Bank transfer (automatic),1,DSL,Yes,No
CUST-01189,7,Month-to-month,111.45,799.20,Electronic check,4,Fiber optic,Yes,Yes
CUST-01190,16,One year,93.99,1521.59,Bank transfer (automatic),4,Fiber optic,Yes,Yes
CUST-01191,8,Month-to-month,63.81,524.37,Credit card (automatic),3,DSL,No,No
CUST-01192,29,Month-to-month,65.34,1884.04,Electronic check,0,DSL,Yes,No
CUST-01193,4,Month-to-month,56.08,225.81,Mailed check,1,DSL,Yes,Yes
CUST-01194,8,Month-to-month,68.03,555.41,Electronic check,2,DSL,No,No
CUST-01195,10,One year,99.65,976.86,Electronic check,3,Fiber optic,Yes,No
CUST-01196,25,One year,55.4,1356.41,Bank transfer (automatic),0,DSL,No,No
CUST-01197,36,One year,83.84,3003.20,Electronic check,2,Fiber optic,Yes,No
CUST-01198,21,Two year,117.81,2419.23,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-01199,8,Month-to-month,83.86,660.83,Electronic check,1,Fiber optic,Yes,Yes
CUST-01200,22,Two year,78.49,1744.24,Credit card (automatic),1,Fiber optic,Yes,No
CUST-01201,48,Two year,110.69,5207.27,Credit card (automatic),3,Fiber optic,Yes,No
CUST-01202,2,Month-to-month,109.53,221.37,Electronic check,2,Fiber optic,No,Yes
CUST-01203,35,One year,81.64,2842.75,Electronic check,0,Fiber optic,No,No
CUST-01204,10,Month-to-month,111.37,1146.48,Electronic check,2,Fiber optic,Yes,No
CUST-01205,46,Two year,75.68,3553.84,Credit card (automatic),3,DSL,No,No
CUST-01206,33,One year,54.58,1833.05,Electronic check,1,DSL,Yes,No
CUST-01207,26,One year,20.71,531.90,Mailed check,4,No,Yes,Yes
CUST-01208,8,One year,19.23,156.53,Credit card (automatic),2,No,Yes,Yes
CUST-01209,47,Month-to-month,22.83,1066.55,Electronic check,1,No,Yes,No
CUST-01210,20,Two year,103.83,2085.62,Credit card (automatic),2,Fiber optic,No,No
CUST-01211,26,Month-to-month,73.58,1908.75,Electronic check,1,Fiber optic,Yes,No
CUST-01212,6,One year,19.82,120.85,Electronic check,0,No,Yes,No
CUST-01213,24,Month-to-month,83.18,2001.81,Electronic check,1,Fiber optic,Yes,Yes
CUST-01214,65,Month-to-month,58.74,3847.20,Electronic check,0,DSL,No,No
CUST-01215,68,Month-to-month,24.43,1667.08,Electronic check,1,No,Yes,No
CUST-01216,52,Month-to-month,50.66,2696.92,Bank transfer (automatic),3,DSL,No,No
CUST-01217,25,Month-to-month,71.9,1845.67,Electronic check,4,DSL,Yes,Yes
CUST-01218,35,One year,113.38,3951.59,Credit card (automatic),1,Fiber optic,No,No
CUST-01219,8,Month-to-month,79.78,638.52,Electronic check,2,Fiber optic,Yes,No
CUST-01220,28,One year,78.64,2158.73,Electronic check,1,DSL,Yes,No
CUST-01221,3,Month-to-month,61.31,181.85,Mailed check,1,DSL,No,No
CUST-01222,10,One year,22.39,227.37,Electronic check,2,No,No,No
CUST-01223,65,Two year,22.87,1499.40,Electronic check,1,No,Yes,No
CUST-01224,9,Month-to-month,24.27,219.84,Bank transfer (automatic),1,No,Yes,Yes
CUST-01225,64,One year,23.15,1478.33,Credit card (automatic),1,No,Yes,No
CUST-01226,10,Month-to-month,69.25,688.55,Electronic check,4,DSL,No,Yes
CUST-01227,42,Two year,58.51,2418.14,Bank transfer (automatic),0,DSL,Yes,No
CUST-01228,23,One year,63.97,1507.77,Bank transfer (automatic),5,DSL,No,No
CUST-01229,38,Two year,82.05,3206.76,Credit card (automatic),2,Fiber optic,Yes,No
CUST-01230,41,Month-to-month,87.71,3534.44,Bank transfer (automatic),3,Fiber optic,Yes,No
CUST-01231,5,Month-to-month,65.49,325.72,Electronic check,0,DSL,Yes,Yes
CUST-01232,45,Two year,18.56,818.77,Bank transfer (automatic),1,No,No,No
CUST-01233,57,Two year,22.59,1303.83,Electronic check,2,No,No,No
CUST-01234,54,One year,96.85,5281.29,Electronic check,3,Fiber optic,No,No
CUST-01235,1,Month-to-month,79.1,76.83,Bank transfer (automatic),1,Fiber optic,No,No
CUST-01236,1,Two year,115.51,114.20,Mailed check,2,Fiber optic,Yes,Yes
CUST-01237,47,One year,74.08,3445.02,Credit card (automatic),1,Fiber optic,No,No
CUST-01238,71,Two year,72.51,5215.10,Electronic check,0,Fiber optic,Yes,No
CUST-01239,6,One year,111.98,658.79,Mailed check,2,Fiber optic,Yes,No
CUST-01240,7,Month-to-month,73.09,524.55,Electronic check,2,DSL,Yes,Yes
CUST-01241,13,Month-to-month,89.32,1132.01,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-01242,70,One year,25.57,1759.21,Electronic check,2,No,Yes,No
CUST-01243,24,Month-to-month,117.55,2740.82,Electronic check,4,Fiber optic,No,Yes
CUST-01244,42,One year,76.09,3290.07,Bank transfer (automatic),3,Fiber optic,No,No
CUST-01245,21,Two year,21.85,467.93,Mailed check,2,No,No,No
CUST-01246,7,Month-to-month,18.65,131.95,Electronic check,0,No,Yes,No
CUST-01247,3,Month-to-month,20.93,64.62,Bank transfer (automatic),1,No,Yes,Yes
CUST-01248,1,Two year,45.11,43.80,Mailed check,2,DSL,Yes,No
CUST-01249,48,Month-to-month,19.46,953.02,Credit card (automatic),0,No,Yes,No
CUST-01250,26,Month-to-month,74.99,1971.34,Credit card (automatic),0,DSL,No,No
CUST-01251,48,Month-to-month,111.16,5226.59,Bank transfer (automatic),6,Fiber optic,Yes,Yes
CUST-01252,16,Month-to-month,73.73,1200.68,Mailed check,1,DSL,Yes,Yes
CUST-01253,51,Two year,71.59,3711.87,Mailed check,2,Fiber optic,Yes,No
CUST-01254,22,One year,63.22,1373.98,Credit card (automatic),1,DSL,No,No
CUST-01255,3,One year,107.74,322.75,Bank transfer (automatic),3,Fiber optic,Yes,No
CUST-01256,8,Month-to-month,103.72,806.57,Electronic check,1,Fiber optic,No,Yes
CUST-01257,44,Two year,94.4,4030.50,Mailed check,0,Fiber optic,Yes,No
CUST-01258,16,One year,46.93,740.18,Mailed check,1,DSL,No,Yes
CUST-01259,3,Month-to-month,107.73,319.42,Electronic check,1,Fiber optic,No,Yes
CUST-01260,31,Month-to-month,113.38,3589.69,Credit card (automatic),1,Fiber optic,Yes,Yes
CUST-01261,49,One year,83.08,4061.53,Electronic check,7,Fiber optic,No,Yes
CUST-01262,9,Two year,96.31,889.75,Mailed check,3,Fiber optic,Yes,No
CUST-01263,9,Two year,60.35,548.28,Credit card (automatic),3,DSL,Yes,Yes
CUST-01264,38,Two year,105.74,4048.15,Bank transfer (automatic),3,Fiber optic,Yes,No
CUST-01265,52,Month-to-month,76.21,3920.79,Credit card (automatic),3,DSL,No,No
CUST-01266,44,Two year,92.09,3986.75,Electronic check,1,Fiber optic,Yes,No
CUST-01267,14,Two year,21.72,303.40,Bank transfer (automatic),2,No,No,No
CUST-01268,35,One year,81.02,2877.96,Bank transfer (automatic),3,Fiber optic,No,No
CUST-01269,9,Month-to-month,78.74,703.01,Credit card (automatic),5,Fiber optic,Yes,Yes
CUST-01270,34,One year,43.9,1522.83,Credit card (automatic),2,DSL,No,Yes
CUST-01271,11,Month-to-month,72.26,804.46,Electronic check,1,DSL,No,Yes
CUST-01272,1,Month-to-month,89.62,87.78,Bank transfer (automatic),1,Fiber optic,Yes,Yes
CUST-01273,21,Two year,18.8,391.05,Electronic check,0,No,No,No
CUST-01274,50,Two year,96.87,4711.85,Mailed check,4,Fiber optic,No,Yes
CUST-01275,51,Two year,54.71,2771.53,Mailed check,1,DSL,No,No
CUST-01276,66,Month-to-month,117.36,7737.92,Electronic check,1,Fiber optic,Yes,No
CUST-01277,60,Two year,91.83,5619.21,Credit card (automatic),2,Fiber optic,Yes,No
CUST-01278,48,Month-to-month,46.24,2207.52,Bank transfer (automatic),0,DSL,Yes,No
CUST-01279,50,One year,101.11,5091.78,Electronic check,0,Fiber optic,Yes,No
CUST-01280,11,Month-to-month,108.68,1185.36,Mailed check,1,Fiber optic,No,Yes
CUST-01281,7,Month-to-month,98.34,696.09,Electronic check,2,Fiber optic,Yes,No
CUST-01282,49,Two year,107.77,5177.19,Mailed check,2,Fiber optic,No,No
CUST-01283,46,Two year,53.41,2415.33,Mailed check,1,DSL,No,No
CUST-01284,4,Month-to-month,95.9,391.87,Electronic check,2,Fiber optic,No,No
CUST-01285,57,One year,24.45,1381.63,Credit card (automatic),4,No,Yes,Yes
CUST-01286,7,Month-to-month,45.24,311.93,Credit card (automatic),2,DSL,Yes,No
CUST-01287,6,Month-to-month,51.94,302.51,Bank transfer (automatic),4,DSL,Yes,Yes
CUST-01288,41,Month-to-month,100.56,4176.74,Credit card (automatic),2,Fiber optic,Yes,No
CUST-01289,1,One year,60.92,60.80,Bank transfer (automatic),1,DSL,No,No
CUST-01290,54,Two year,107.52,5692.33,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-01291,20,Month-to-month,48.98,1001.64,Electronic check,3,DSL,Yes,Yes
CUST-01292,23,One year,73.34,1717.02,Electronic check,0,DSL,Yes,Yes
CUST-01293,68,One year,65.02,4362.20,Electronic check,3,DSL,Yes,Yes
CUST-01294,44,One year,19.77,855.40,Credit card (automatic),0,No,No,No
CUST-01295,18,Month-to-month,72.75,1302.97,Credit card (automatic),1,Fiber optic,No,No
CUST-01296,36,One year,117.87,4208.92,Electronic check,2,Fiber optic,No,No
CUST-01297,40,Month-to-month,91.64,3590.18,Electronic check,3,Fiber optic,Yes,Yes
CUST-01298,24,Month-to-month,20.26,500.28,Credit card (automatic),3,No,No,Yes
CUST-01299,0,Two year,78.79, ,Mailed check,4,Fiber optic,Yes,Yes
CUST-01300,21,One year,51.39,1068.47,Credit card (automatic),2,DSL,No,No
CUST-01301,21,Two year,21.92,461.15,Credit card (automatic),3,No,Yes,No
CUST-01302,53,Two year,111.58,5999.90,Electronic check,4,Fiber optic,No,No
